gid,x,y,z,cluster,nconn,nstems,nbranch,reach,straightness,total_length,longest_path
490,-134.9,-741.2,419.1,51,10,2,8,137.2,0.3,2519.0,426.5
491,-106.7,-911.6,734.4,71,11,1,10,171.4,0.4,2462.3,452.5
492,-324.6,-980.5,749.8,72,11,3,8,105.2,0.3,1973.4,384.3
493,-557.0,-1111.1,267.2,69,10,2,8,168.8,0.4,2558.0,429.2
494,-417.1,-1001.6,84.4,45,9,3,6,174.1,0.4,2031.6,409.2
495,-226.9,-1075.5,1040.0,56,10,2,8,127.6,0.3,2178.1,406.8
496,-342.2,-928.9,410.6,4,9,3,6,129.5,0.4,2129.8,364.5
497,-198.0,-871.8,396.2,20,10,2,8,157.0,0.3,2217.1,477.5
498,-152.0,-840.5,542.4,60,10,2,8,119.7,0.3,2352.3,403.8
499,-85.0,-1022.7,690.7,5,10,2,8,189.1,0.4,2840.6,451.0
500,-60.9,-822.9,765.3,52,13,2,11,162.1,0.4,2550.8,441.5
501,-675.8,-1093.5,183.9,6,13,3,10,126.5,0.3,2071.3,371.2
502,-715.8,-1180.3,433.6,8,11,2,9,196.0,0.5,2124.4,429.8
503,-20.8,-855.7,329.7,54,9,3,6,203.8,0.5,2247.8,382.0
504,-4.4,-923.1,444.0,25,11,2,9,156.2,0.4,2980.6,431.8
505,-144.1,-1011.9,874.8,66,12,3,9,205.5,0.5,1948.6,425.9
506,-148.5,-991.9,385.8,38,11,1,10,180.0,0.4,2527.7,434.1
507,-136.3,-750.9,479.6,51,9,1,8,178.3,0.4,2266.4,476.7
508,-710.6,-1114.0,469.5,8,11,2,9,112.7,0.4,1736.5,290.8
509,-322.0,-1076.5,962.3,61,9,2,7,176.7,0.4,2177.9,444.1
510,-132.6,-758.1,488.2,51,11,2,9,169.9,0.4,2760.3,412.4
511,-330.7,-1072.4,830.4,61,12,1,9,161.1,0.3,2607.8,461.5
512,-102.4,-1019.5,421.0,38,12,3,9,152.7,0.4,2315.1,429.8
513,-64.1,-831.9,940.9,11,11,3,8,207.6,0.5,2398.1,429.5
514,-607.8,-1066.9,106.5,50,11,2,9,150.2,0.4,2219.8,366.5
515,-56.2,-997.9,902.3,66,9,2,6,150.6,0.5,1636.6,324.3
516,-78.5,-1067.4,905.1,55,9,1,8,123.7,0.3,2135.8,366.7
517,-307.5,-949.4,618.1,15,10,1,9,146.9,0.4,2337.8,408.3
518,-44.3,-783.5,651.2,49,10,4,6,131.5,0.4,1985.9,363.7
519,-729.1,-1074.2,318.8,14,12,5,7,124.4,0.3,2926.4,400.9
520,-310.5,-1112.1,910.1,61,11,3,8,101.0,0.3,1794.6,371.4
521,-516.8,-983.6,290.4,17,11,1,10,141.6,0.3,1736.2,427.0
522,-151.3,-952.0,391.6,54,11,3,8,173.7,0.4,2266.2,418.8
523,-218.1,-1118.9,1150.0,3,9,3,5,132.2,0.3,1287.4,422.9
524,-383.2,-854.7,448.9,23,13,3,10,182.6,0.4,3627.8,417.1
525,-217.2,-1012.3,675.0,46,12,2,10,139.2,0.4,2708.7,395.1
526,-80.5,-719.1,235.5,39,9,1,8,178.7,0.4,2186.8,436.7
527,-35.1,-1124.0,1306.3,32,8,2,6,127.4,0.3,1488.6,399.6
528,-384.3,-1029.9,537.0,41,10,1,9,180.5,0.4,2991.5,455.4
529,-713.7,-1131.0,269.9,14,12,2,10,194.3,0.5,3265.1,386.7
530,-469.5,-970.7,130.0,45,10,1,8,186.9,0.5,2675.5,394.7
531,3.4,-900.2,1098.5,62,11,1,10,187.8,0.5,1408.8,382.7
532,-354.4,-995.0,495.4,41,10,2,8,162.6,0.4,2395.8,457.0
533,-248.2,-1048.6,691.7,46,10,1,9,170.5,0.4,2515.4,425.2
534,-226.7,-1101.5,870.2,13,8,1,7,147.3,0.4,2095.9,410.1
535,-619.1,-1028.8,42.0,36,11,4,7,209.6,0.5,1975.4,423.2
536,-39.8,-1014.1,628.6,5,11,1,10,205.3,0.5,2543.1,408.8
537,-379.9,-897.4,382.6,4,9,1,8,155.5,0.3,2728.7,448.2
538,-38.9,-1128.2,1089.0,35,11,1,10,166.6,0.4,2152.4,388.5
539,-631.1,-1129.2,312.7,69,14,3,11,190.4,0.5,2480.2,380.5
540,-140.7,-847.9,540.7,60,10,2,8,159.1,0.4,2365.6,399.6
541,-155.1,-897.1,395.5,54,8,2,6,164.1,0.4,2014.1,411.2
542,-26.9,-1127.7,1381.4,2,10,1,9,179.0,0.4,1956.6,413.2
543,-313.6,-844.4,539.3,23,12,1,11,151.1,0.4,2380.2,388.7
544,-256.7,-1131.0,1083.5,3,6,1,4,128.7,0.4,996.4,326.7
545,-376.4,-1001.8,474.4,41,11,3,8,163.1,0.4,2319.8,397.9
546,-302.7,-886.4,359.5,4,10,1,9,105.5,0.3,2203.1,322.8
547,-186.4,-1148.1,1578.8,28,9,4,4,116.1,0.3,1352.4,399.4
548,-172.5,-793.0,528.5,60,11,2,9,185.3,0.5,1960.4,361.4
549,-294.5,-956.6,643.9,15,10,3,6,161.9,0.4,2674.8,418.6
550,-534.6,-976.9,159.5,73,10,4,5,131.1,0.4,1420.0,300.4
551,-161.7,-975.3,705.4,72,11,1,10,191.0,0.4,2875.2,446.3
552,-508.2,-1103.6,219.2,40,9,1,8,205.2,0.5,2252.0,429.8
553,-454.2,-1009.2,19.3,45,11,2,8,117.2,0.3,1899.4,339.9
554,-104.6,-989.4,918.7,66,8,1,7,154.2,0.4,2305.4,413.9
555,-554.2,-1035.7,317.9,17,11,2,8,137.9,0.3,1812.8,422.1
556,-278.5,-1044.1,795.8,46,8,1,7,144.0,0.3,1719.8,425.6
557,-23.7,-916.1,841.2,11,11,2,9,228.4,0.5,3328.5,424.6
558,-87.9,-878.5,410.8,54,11,2,9,145.8,0.4,2107.1,392.7
559,-434.5,-1071.1,822.6,65,8,1,7,162.5,0.4,1696.9,424.0
560,-636.3,-1124.8,450.1,59,9,4,5,154.3,0.4,2838.0,422.7
561,-194.5,-973.3,877.5,66,9,3,6,162.1,0.4,1550.6,420.4
562,-143.7,-811.6,442.3,51,10,3,7,181.1,0.5,2039.3,345.8
563,-170.0,-1045.0,1201.9,67,10,1,9,187.1,0.5,2190.9,406.5
564,-569.0,-1017.0,5.9,36,11,5,6,195.0,0.5,2365.6,358.4
565,-172.9,-852.2,319.6,20,11,2,9,207.7,0.4,2832.8,469.7
566,-124.8,-1014.7,1038.2,56,9,2,7,129.5,0.3,2623.8,399.4
567,-406.8,-1043.5,491.3,63,12,2,10,172.1,0.4,2205.9,417.1
568,-99.4,-1024.3,1171.5,67,7,1,6,181.2,0.4,1542.8,429.7
569,-169.4,-915.0,767.7,71,8,1,7,234.1,0.5,1923.7,432.0
570,-102.4,-955.9,963.7,29,8,2,6,91.7,0.3,1505.7,312.3
571,-2.4,-1039.6,1337.4,32,9,3,6,168.0,0.4,2268.8,435.7
572,-226.0,-1114.9,887.2,13,8,2,6,153.8,0.4,1507.1,342.4
573,-118.3,-816.2,316.5,39,11,1,10,138.5,0.4,2585.0,370.6
574,-98.2,-755.4,728.0,49,9,2,7,160.3,0.4,1895.3,435.5
575,-332.2,-977.4,514.0,41,11,1,10,150.7,0.4,2600.2,403.9
576,-358.7,-954.1,446.6,4,9,2,7,165.8,0.4,2279.8,388.6
577,-136.5,-925.5,724.4,71,7,1,6,100.0,0.4,1205.1,254.7
578,-356.3,-990.8,548.9,41,8,4,4,194.6,0.4,1875.1,484.0
579,-129.4,-835.6,634.1,7,8,3,5,114.0,0.3,2154.6,384.8
580,-30.7,-766.8,331.7,1,11,4,7,167.2,0.4,3193.7,382.5
581,-623.6,-1051.6,133.3,50,10,1,9,156.3,0.5,2048.2,337.9
582,-60.6,-917.4,859.1,11,7,3,4,116.6,0.3,1752.3,450.2
583,-431.0,-1020.7,66.4,45,11,2,8,181.8,0.4,1941.6,428.5
584,-472.8,-1037.2,218.7,10,11,1,9,201.4,0.5,2144.9,399.8
585,-509.8,-1019.4,200.9,10,11,1,9,179.2,0.4,2430.1,464.9
586,-340.9,-965.6,180.3,26,13,3,10,122.4,0.4,2888.1,333.8
587,-448.4,-1000.9,520.0,63,11,1,9,143.6,0.3,2276.0,438.8
588,-401.8,-1012.0,511.8,41,11,4,7,149.3,0.5,1620.0,299.3
589,-35.2,-766.6,339.6,1,11,2,9,144.7,0.4,2331.4,357.8
590,-592.1,-1160.8,359.7,53,11,2,9,190.3,0.4,3371.3,427.9
591,-503.4,-1073.0,167.2,10,9,2,7,159.4,0.3,2142.2,492.4
592,-491.5,-1112.3,431.8,31,10,1,9,135.4,0.4,2047.5,385.3
593,-17.3,-764.4,538.6,68,9,2,7,186.9,0.5,1879.0,412.1
594,-154.1,-1035.8,1068.9,56,10,1,8,152.4,0.4,1647.8,411.5
595,-727.8,-1086.3,333.5,14,11,2,9,138.5,0.4,2512.3,384.8
596,-32.3,-1010.0,592.6,5,11,3,8,187.0,0.4,2529.7,428.7
597,-73.2,-982.3,607.1,5,11,1,10,152.4,0.3,2583.4,458.7
598,-137.2,-1135.6,1044.0,56,11,2,9,151.7,0.3,3133.9,434.1
599,-295.0,-1144.0,1186.5,3,10,2,7,178.9,0.4,1828.8,409.7
600,-87.1,-819.7,808.7,18,7,2,5,96.1,0.2,1922.4,427.2
601,-37.2,-1102.2,1072.5,35,9,3,6,224.1,0.5,2409.5,457.6
602,-467.5,-968.6,530.9,22,9,2,7,121.5,0.3,1982.9,378.7
603,-113.1,-898.6,424.6,54,9,5,4,146.4,0.3,2280.4,427.5
604,-475.8,-1082.3,245.4,10,10,2,7,195.2,0.5,1310.4,386.8
605,-175.3,-831.9,760.2,71,8,2,6,177.3,0.5,1850.6,353.8
606,-694.1,-1103.0,59.2,50,10,1,9,140.1,0.3,2099.6,456.7
607,-486.2,-1050.8,321.1,74,14,2,11,181.6,0.4,3176.0,447.0
608,-183.2,-872.6,601.9,60,9,3,6,178.0,0.4,2731.5,455.5
609,-331.1,-926.6,109.2,26,7,1,6,205.8,0.5,1810.7,413.3
610,-106.1,-1044.0,644.5,5,11,1,9,165.7,0.4,2693.3,430.6
611,-380.4,-943.3,85.0,45,11,1,10,156.5,0.4,2666.2,430.0
612,-857.8,-1083.9,217.3,57,9,2,7,129.7,0.4,1339.9,305.8
613,-190.2,-1094.2,1333.4,37,9,4,5,137.4,0.4,1820.1,385.9
614,-183.3,-795.8,338.3,20,8,4,4,170.9,0.4,2448.2,386.3
615,-397.7,-884.7,396.1,4,9,2,7,141.8,0.4,2543.9,382.3
616,-117.6,-769.1,439.4,51,11,2,9,145.8,0.4,2644.3,392.7
617,-210.0,-1064.8,1023.0,56,7,2,4,146.4,0.3,1245.8,445.3
618,-67.2,-881.6,371.7,54,8,2,6,120.3,0.3,1989.9,416.0
619,-245.1,-909.5,435.0,30,7,2,5,172.7,0.4,1852.5,468.9
620,-75.1,-833.4,695.4,7,11,5,6,184.6,0.4,2665.2,415.2
621,-64.9,-1124.5,1446.5,2,13,2,11,139.2,0.3,2829.8,415.8
622,-496.7,-965.7,320.9,74,6,2,4,142.0,0.4,1841.3,392.1
623,-26.0,-938.2,905.2,11,8,3,5,127.1,0.3,1147.9,373.6
624,-159.0,-1122.7,1435.6,9,9,2,7,155.3,0.4,2099.9,390.5
625,-57.0,-822.4,253.8,39,10,2,8,133.7,0.3,2193.2,398.7
626,-131.5,-911.3,808.4,18,10,3,7,170.1,0.4,2371.9,430.6
627,-223.0,-809.7,388.0,20,11,2,9,196.8,0.4,2797.8,453.9
628,-226.7,-1068.1,1070.1,56,11,4,7,163.5,0.4,2340.8,401.9
629,-177.4,-1132.7,1165.4,67,10,1,9,187.2,0.4,2681.0,452.6
630,-601.6,-1126.8,483.0,59,9,1,7,145.5,0.4,1608.6,376.0
631,-22.9,-904.4,874.7,11,12,1,11,173.0,0.5,1912.3,357.6
632,-146.5,-1121.4,1088.4,56,11,1,10,193.2,0.4,2775.7,434.0
633,-182.0,-861.3,546.4,60,8,3,5,158.1,0.4,2403.3,421.7
634,-103.1,-765.5,372.4,51,9,1,8,166.3,0.4,2106.7,425.7
635,-108.5,-1116.1,965.5,55,8,1,6,174.6,0.4,1475.1,469.0
636,-23.8,-791.4,332.5,1,12,4,8,137.5,0.3,2892.0,450.7
637,-49.4,-961.2,686.2,5,11,2,9,156.6,0.4,2288.0,375.1
638,-71.5,-1113.4,1095.9,35,10,2,8,165.7,0.4,2183.3,395.5
639,-40.3,-1034.0,1577.6,21,8,1,7,141.0,0.4,1468.0,336.9
640,-36.2,-942.4,977.6,29,12,3,9,123.5,0.3,2021.7,389.0
641,-226.5,-1017.1,605.4,34,8,1,7,167.1,0.5,2030.2,361.8
642,-611.2,-1142.8,167.9,40,10,1,9,152.5,0.4,1770.8,341.0
643,-825.3,-1096.1,249.6,57,8,1,7,167.8,0.4,2011.0,469.0
644,-46.9,-861.5,524.2,25,10,1,9,121.1,0.3,2191.0,399.7
645,-384.7,-984.0,529.9,41,11,1,9,139.4,0.4,2228.2,364.1
646,-386.2,-969.9,16.4,45,8,2,6,135.7,0.4,1369.1,384.1
647,-586.8,-1021.8,353.5,17,9,1,8,140.2,0.3,1755.8,429.0
648,-85.6,-1082.2,1508.9,21,11,2,9,169.1,0.4,2559.2,440.2
649,-203.5,-972.2,797.0,72,9,2,7,175.4,0.4,2399.1,454.3
650,-185.8,-1075.7,988.6,56,11,2,9,147.7,0.4,2587.7,407.8
651,-36.0,-983.6,1152.3,12,11,2,9,156.0,0.4,2372.1,436.7
652,-315.5,-911.0,187.4,26,12,1,10,131.5,0.3,2497.5,403.2
653,-3.8,-1055.5,1435.3,2,9,1,8,184.5,0.4,2581.9,411.2
654,-588.4,-1101.9,638.3,16,10,3,7,154.6,0.4,2122.3,381.5
655,-39.0,-798.6,770.7,52,8,1,7,130.4,0.3,1712.2,392.3
656,-424.2,-983.5,440.6,42,10,4,6,166.9,0.4,2712.3,431.8
657,-162.9,-935.7,521.6,34,10,3,7,114.8,0.3,1459.3,458.8
658,-188.0,-1085.9,870.9,13,9,3,6,149.2,0.4,1678.7,411.1
659,-164.1,-830.8,508.1,60,10,4,6,124.1,0.3,2602.9,396.9
660,-189.9,-873.7,354.9,20,9,4,5,178.5,0.4,2378.7,448.3
661,-463.7,-1028.2,23.0,45,9,1,8,181.8,0.5,1890.4,389.0
662,-244.2,-1102.2,983.7,61,9,3,6,174.5,0.4,1702.7,423.4
663,-461.0,-950.9,458.4,22,8,3,5,164.0,0.4,2634.6,459.7
664,-132.0,-1038.0,747.8,70,12,2,10,169.5,0.4,2720.4,419.3
665,-310.4,-910.6,488.3,23,10,2,7,100.4,0.2,2204.8,427.7
666,-149.4,-1031.6,1041.8,56,11,1,8,151.1,0.4,1999.9,412.7
667,-207.9,-1004.3,515.6,34,11,4,7,152.4,0.3,2518.9,460.7
668,-200.2,-1091.2,1388.5,9,11,2,9,165.8,0.5,2713.7,367.5
669,-361.0,-936.6,595.4,15,11,2,7,169.7,0.4,1563.3,395.4
670,-741.7,-1087.8,61.3,50,9,2,7,179.1,0.5,1767.3,351.5
671,-118.7,-765.1,743.6,49,8,3,5,158.0,0.4,1733.1,438.3
672,-716.8,-1127.6,538.8,8,7,1,6,188.2,0.5,1882.0,400.9
673,-97.6,-1000.3,638.5,5,10,3,7,175.7,0.5,2233.2,388.5
674,-461.1,-1052.1,283.5,74,1,1,0,9.1,1.0,9.1,9.1
675,-33.1,-791.9,808.0,52,13,3,10,100.9,0.3,3084.1,402.5
676,-582.6,-1164.0,425.8,53,11,2,9,184.1,0.4,3135.6,431.7
677,-2.1,-888.6,518.1,25,10,2,8,177.2,0.4,2625.1,444.8
678,-459.5,-996.2,288.8,74,8,3,5,114.8,0.3,1261.2,356.4
679,-57.9,-1007.4,1000.8,29,11,3,7,138.5,0.4,1887.9,351.6
680,-269.7,-1044.8,994.6,61,10,1,8,163.6,0.4,1981.6,414.5
681,-855.9,-1104.0,277.2,44,9,2,7,142.4,0.3,1753.5,428.3
682,-620.8,-1068.8,320.3,0,12,3,9,169.5,0.5,2916.6,361.9
683,-583.1,-1056.5,290.5,17,10,2,8,150.9,0.3,2138.8,438.4
684,-530.6,-1047.6,524.0,31,11,2,9,157.7,0.4,2865.5,384.9
685,-821.8,-1122.0,217.7,57,8,1,7,128.1,0.3,1591.7,381.8
686,-796.1,-1045.5,199.7,57,11,1,10,188.6,0.4,2084.7,423.6
687,-67.7,-1075.1,961.4,55,11,4,7,172.3,0.4,3227.2,429.1
688,-303.2,-906.8,356.3,4,8,3,5,149.0,0.4,1884.9,415.8
689,-392.2,-1014.4,177.7,26,10,4,6,187.0,0.4,3034.0,429.2
690,-22.8,-1126.4,1407.7,2,11,3,8,186.4,0.4,2903.6,416.5
691,-233.6,-1131.7,1087.3,3,8,2,6,129.9,0.3,1885.5,397.0
692,-240.8,-950.8,500.2,30,7,2,5,143.3,0.4,1817.6,401.6
693,-85.6,-1078.9,860.1,43,9,1,8,172.6,0.5,1660.4,369.7
694,-372.8,-929.4,334.8,4,10,1,9,127.8,0.3,2242.3,428.6
695,-111.2,-953.9,962.6,29,11,5,6,157.2,0.4,2612.5,440.8
696,-186.4,-1062.9,727.3,46,9,1,8,136.6,0.3,1857.9,462.4
697,-664.8,-1098.8,527.2,8,10,3,7,174.3,0.4,2112.7,408.2
698,-446.7,-941.0,289.3,74,12,4,7,144.0,0.3,2400.7,420.1
699,-88.4,-1037.7,621.9,5,13,4,9,175.6,0.4,3431.0,440.4
700,-668.5,-1118.0,540.2,8,9,1,8,125.9,0.3,2153.3,419.8
701,-187.3,-985.2,591.3,34,10,2,8,162.4,0.4,2626.6,391.7
702,-91.6,-843.4,590.6,7,11,1,9,157.3,0.4,2061.6,438.9
703,-720.6,-1088.7,170.8,6,8,3,5,122.8,0.4,1827.8,312.0
704,-156.6,-949.2,597.0,34,10,2,8,134.1,0.3,2468.5,412.8
705,-16.3,-1104.0,1351.1,32,10,1,9,141.3,0.4,2485.2,392.3
706,-85.7,-1130.2,1407.9,2,11,2,9,140.8,0.5,1827.9,308.5
707,-101.0,-1073.1,1376.9,32,8,1,7,108.2,0.3,1546.7,364.7
708,-173.4,-1107.3,775.4,13,1,1,0,25.5,0.9,27.2,27.2
709,-86.3,-1103.6,835.2,43,11,1,10,204.3,0.5,2354.6,425.5
710,-288.4,-1012.3,607.5,47,10,2,8,165.2,0.4,2482.3,440.2
711,-783.3,-1140.8,349.6,44,11,1,10,162.8,0.4,2272.0,445.0
712,-77.6,-745.8,795.8,52,10,1,9,126.8,0.4,2080.2,354.4
713,-25.7,-845.4,919.2,11,6,2,3,177.7,0.6,805.5,300.1
714,-96.8,-1063.0,833.6,43,10,1,9,153.2,0.3,2432.8,443.8
715,-196.7,-784.9,414.1,51,10,1,9,198.9,0.5,2283.2,362.2
716,-47.2,-1069.1,1463.9,2,9,2,7,166.8,0.4,2495.0,413.8
717,-374.0,-1051.4,659.7,47,11,2,9,189.9,0.5,2266.9,400.4
718,-256.6,-1022.9,615.8,47,9,2,7,194.2,0.5,2334.7,400.3
719,-226.3,-1098.0,1237.8,33,10,2,7,176.1,0.4,2212.1,451.7
720,-137.8,-1121.3,1074.4,56,8,2,6,171.4,0.4,2304.8,419.2
721,-148.1,-876.7,834.9,18,7,1,6,160.4,0.5,1129.1,352.7
722,-42.7,-959.2,796.7,70,11,5,6,135.8,0.3,2622.5,412.8
723,-100.6,-1124.4,1202.0,67,7,1,6,149.8,0.3,1788.6,443.5
724,-540.9,-1120.5,588.1,16,8,2,6,170.7,0.4,1527.2,431.6
725,-516.3,-1007.6,63.0,73,7,3,4,118.8,0.3,1670.0,398.5
726,-99.1,-1091.9,789.8,43,10,1,9,188.5,0.4,2287.6,493.8
727,-297.5,-1094.8,890.1,61,9,2,7,132.9,0.4,1873.4,363.7
728,-317.1,-915.9,502.0,23,10,3,7,134.8,0.4,1827.4,344.9
729,-553.9,-1131.0,584.9,16,10,4,6,161.4,0.4,2448.9,401.2
730,-304.4,-888.1,147.9,26,12,3,9,199.0,0.5,3397.2,425.6
731,-422.6,-1068.7,827.9,65,10,2,8,142.3,0.3,2180.2,413.8
732,2.6,-823.6,421.2,27,10,1,8,168.7,0.4,2031.5,444.1
733,-619.3,-1094.8,61.3,50,9,3,6,200.0,0.4,2335.5,466.1
734,-73.2,-973.5,1109.7,12,7,1,6,139.9,0.4,1530.9,385.7
735,-25.9,-712.9,812.1,52,8,1,6,159.0,0.4,1634.0,454.0
