gid,x,y,z,cluster,nconn,nstems,nbranch,reach,straightness,total_length,longest_path
736,-554.7,-1121.8,161.4,40,12,2,9,173.1,0.5,1860.1,367.4
737,-625.9,-1041.2,85.2,50,8,3,5,155.5,0.3,2006.0,467.3
738,-517.0,-1063.6,459.9,31,12,2,10,162.1,0.4,2683.3,451.3
739,-122.4,-840.1,807.3,18,11,5,6,128.4,0.3,3041.2,426.2
740,-74.8,-1036.7,870.8,43,9,3,6,161.6,0.4,2451.4,431.1
741,-57.7,-983.5,736.6,70,10,1,9,160.9,0.4,2308.5,387.5
742,-95.8,-1001.8,719.9,70,10,3,7,139.7,0.3,3195.2,416.7
743,-173.3,-1169.3,1406.9,9,10,3,7,190.4,0.5,2410.4,412.0
744,-2.1,-896.1,1134.5,62,10,2,7,153.7,0.4,1733.4,438.6
745,-384.7,-959.6,505.6,41,10,2,8,116.9,0.3,2418.4,383.2
746,-16.3,-775.3,792.8,52,11,1,9,161.6,0.4,2854.8,435.8
747,-757.2,-1066.7,244.2,14,8,3,5,172.9,0.4,1748.3,433.8
748,-523.3,-1024.8,130.2,73,10,3,7,150.1,0.4,2328.9,403.0
749,-84.6,-804.3,406.8,51,10,1,9,210.0,0.5,2440.6,415.8
750,-167.3,-1066.7,886.0,13,11,2,9,201.5,0.5,2883.3,445.8
751,-907.2,-1151.1,269.3,44,13,3,10,152.8,0.3,3157.9,448.1
752,-178.6,-1038.5,1000.5,56,11,2,9,152.9,0.4,1575.1,403.1
753,-545.1,-993.4,18.9,36,11,3,8,165.6,0.4,2543.5,419.2
754,-140.1,-761.4,256.9,39,9,1,8,134.6,0.3,1948.0,411.6
755,-43.7,-999.2,578.0,5,13,2,11,176.6,0.4,3278.7,429.2
756,-93.9,-796.1,369.6,51,10,6,4,171.2,0.4,2285.4,418.4
757,-29.2,-858.0,308.1,54,11,3,8,208.6,0.4,3112.6,472.9
758,-92.7,-720.0,407.8,51,9,2,7,184.4,0.5,2662.7,367.9
759,-88.4,-834.9,624.9,7,10,1,8,117.5,0.3,1891.6,452.1
760,-626.5,-1066.6,328.9,0,9,3,6,162.6,0.4,2450.8,402.6
761,-253.1,-954.2,739.0,72,9,4,5,157.7,0.4,2163.4,435.1
762,-274.2,-1026.2,641.3,47,11,2,9,141.2,0.4,2641.9,399.9
763,-301.5,-942.3,319.5,4,10,1,9,144.6,0.3,2415.9,421.0
764,-495.2,-1033.8,54.3,45,11,2,9,144.8,0.4,1830.6,368.7
765,-152.0,-775.0,268.4,39,9,3,6,171.9,0.4,2071.0,403.5
766,-287.0,-1028.4,825.7,72,13,2,11,180.6,0.5,2963.3,387.4
767,-259.0,-842.9,466.3,30,9,1,8,163.0,0.4,2244.4,428.4
768,-142.5,-1050.9,824.0,43,10,1,9,160.8,0.4,2312.0,437.7
769,-129.7,-837.1,842.4,18,11,4,7,178.5,0.5,2569.3,375.5
770,-497.4,-948.2,183.2,10,10,5,5,187.4,0.4,2614.3,438.8
771,-576.5,-993.7,235.2,17,9,4,5,131.6,0.3,1990.2,396.9
772,-68.2,-935.7,377.7,54,7,4,3,127.0,0.3,1961.5,480.0
773,-512.8,-953.1,282.6,74,8,3,5,125.6,0.3,1928.9,426.5
774,-491.9,-1013.8,34.1,45,10,3,7,163.8,0.4,2338.8,385.7
775,-648.8,-1180.5,290.8,69,11,2,9,201.7,0.5,2801.2,420.4
776,-406.7,-982.5,290.3,74,12,3,8,166.6,0.4,2135.0,398.7
777,-488.3,-1001.4,471.7,42,14,2,12,195.4,0.4,3665.1,464.9
778,-60.1,-715.8,800.2,52,10,3,7,143.5,0.3,2126.5,489.5
779,-489.7,-1090.5,489.8,31,10,1,9,130.5,0.3,2075.5,458.8
780,-119.5,-1102.5,1130.6,67,9,2,7,156.8,0.4,2362.5,403.4
781,-294.3,-989.5,527.2,41,6,2,4,142.5,0.4,1516.1,343.8
782,-111.7,-923.9,958.7,29,11,2,9,173.4,0.4,2165.0,415.3
783,-686.0,-1079.6,110.1,50,13,2,11,112.9,0.3,2592.3,349.1
784,-383.6,-1014.5,19.3,45,10,1,9,186.7,0.5,1192.2,354.1
785,-651.9,-1100.1,375.0,0,8,1,7,131.3,0.4,1454.7,372.6
786,-22.4,-1010.5,1178.7,12,11,5,6,129.8,0.4,2189.8,331.4
787,-489.7,-1091.7,578.8,63,11,2,9,147.8,0.4,2809.9,416.3
788,-57.0,-979.7,1117.4,12,10,3,7,181.3,0.4,1893.4,408.2
789,-60.8,-1125.2,1243.4,24,11,1,10,155.3,0.4,2701.6,421.5
790,-518.9,-930.2,315.2,74,10,3,7,186.9,0.6,1892.4,335.3
791,-39.7,-1076.7,961.1,55,10,2,8,160.5,0.4,2455.7,431.8
792,-589.0,-1124.9,284.3,69,7,3,4,152.1,0.3,1494.9,436.3
793,-66.8,-766.3,434.1,27,9,3,6,152.7,0.4,2130.7,393.9
794,-6.4,-1056.4,1417.3,2,9,1,8,196.7,0.5,2231.3,383.1
795,-389.6,-944.8,658.0,15,9,2,7,164.7,0.5,2017.3,357.8
796,-233.4,-966.6,604.9,34,11,1,9,122.9,0.4,1824.6,313.7
797,-589.9,-1109.3,654.8,16,10,2,8,181.1,0.4,2969.3,454.1
798,-78.6,-912.2,327.6,54,9,2,7,142.0,0.4,1656.4,385.4
799,-24.4,-866.2,1161.7,62,11,3,8,123.4,0.4,1546.9,324.3
800,-181.5,-1091.0,1082.9,56,12,3,9,133.4,0.4,2189.9,347.8
801,-4.4,-931.2,458.2,25,12,3,8,168.4,0.4,3380.8,456.8
802,-107.1,-825.0,202.9,48,9,4,5,126.4,0.4,2032.0,344.8
803,-751.3,-1131.5,177.2,6,11,1,10,123.2,0.3,2466.0,397.5
804,-118.5,-867.9,247.1,48,11,3,8,138.9,0.4,2801.0,375.2
805,-182.6,-1108.1,1360.9,9,12,2,10,198.9,0.5,3225.8,411.7
806,-167.4,-820.8,219.8,48,10,3,7,177.6,0.5,1796.1,381.4
807,-393.3,-947.4,424.3,4,9,1,8,112.8,0.3,1724.2,401.4
808,-548.2,-1027.6,69.2,73,7,2,5,133.3,0.4,1636.5,367.9
809,-473.2,-968.1,66.8,45,9,1,8,196.0,0.5,1997.2,423.8
810,-134.6,-1029.9,902.3,66,10,4,6,114.3,0.3,2431.8,368.4
811,-168.5,-1049.6,662.3,34,11,1,10,156.0,0.4,2046.1,414.1
812,1.6,-1008.0,1138.5,12,7,2,5,187.8,0.4,1993.5,466.3
813,-574.0,-1146.4,192.2,40,11,1,10,166.1,0.4,1929.7,419.7
814,-15.1,-922.0,524.2,25,11,1,10,157.9,0.4,2274.2,367.6
815,-76.7,-1013.4,1257.9,24,8,3,5,127.6,0.3,1587.5,428.7
816,-86.0,-992.7,327.8,54,8,1,7,161.6,0.4,1966.5,435.6
817,-360.4,-887.2,512.2,23,9,3,6,143.2,0.3,1661.0,422.6
818,-772.5,-1087.6,252.6,14,10,2,8,155.5,0.3,2546.0,486.7
819,-27.6,-1122.6,1524.8,21,10,2,8,194.6,0.5,2423.8,391.1
820,-27.3,-895.3,948.1,11,7,2,5,166.0,0.4,2110.1,421.2
821,-376.0,-1017.9,507.0,41,12,1,10,156.4,0.4,3106.8,418.3
822,-38.4,-890.6,954.0,11,9,3,6,136.2,0.4,1820.2,381.4
823,-171.7,-825.3,293.0,20,9,3,6,155.5,0.4,2120.1,350.0
824,-445.9,-967.3,114.6,45,11,3,8,213.3,0.5,2694.3,417.3
825,-383.2,-908.8,304.8,4,11,3,8,152.8,0.4,2631.8,383.2
826,-505.4,-991.4,376.2,42,11,3,8,169.3,0.4,2169.6,425.3
827,-78.4,-858.5,634.4,7,11,2,9,145.5,0.3,2468.3,430.9
828,-71.5,-988.2,516.9,38,13,2,11,164.6,0.5,2533.7,356.7
829,-27.1,-1005.9,446.4,38,10,1,9,209.8,0.5,2312.1,381.8
830,-3.3,-949.6,1166.0,62,11,1,9,140.6,0.4,1919.1,345.1
831,-374.8,-945.9,233.1,26,7,4,3,152.1,0.4,1761.6,423.0
832,-631.1,-1155.9,509.6,8,12,2,10,159.5,0.4,1982.5,384.6
833,-81.9,-940.6,524.0,25,9,1,8,137.7,0.3,2453.9,445.7
834,-382.6,-978.0,349.2,4,11,2,9,142.7,0.4,2906.2,403.5
835,-238.2,-1050.9,702.4,46,12,1,11,179.8,0.4,2257.5,405.7
836,-90.8,-836.6,920.4,11,9,3,6,134.2,0.4,1839.5,348.5
837,4.9,-838.5,489.1,25,8,2,6,142.9,0.3,2228.2,455.6
838,-91.1,-1068.1,852.1,43,9,3,6,155.4,0.4,2342.7,406.3
839,-56.4,-1120.9,1499.4,21,11,3,8,165.0,0.4,3097.3,438.2
840,-113.1,-827.5,347.3,51,9,2,7,171.6,0.4,2485.9,424.4
841,-611.2,-1048.1,269.9,58,9,1,8,226.7,0.5,1999.8,453.2
842,-650.7,-1068.6,236.1,58,11,1,8,157.2,0.3,1687.3,469.8
843,-593.0,-984.2,151.1,73,13,3,10,172.1,0.4,3787.5,418.5
844,-755.8,-1085.3,250.9,14,9,3,6,135.4,0.3,1795.7,414.0
845,-525.2,-1033.9,482.7,31,7,3,4,136.4,0.4,1746.9,361.7
846,-177.0,-1101.7,1401.5,9,9,3,6,125.3,0.4,1537.3,338.4
847,-226.9,-1103.6,1397.8,9,11,3,8,107.0,0.3,2237.0,327.7
848,-205.3,-1075.5,1397.2,9,8,2,6,184.7,0.4,2416.7,419.8
849,-43.1,-1063.9,998.2,35,10,4,6,188.8,0.5,2697.6,419.4
850,-379.4,-1022.3,703.2,65,12,1,11,152.1,0.4,2015.3,341.8
851,-309.6,-876.2,533.9,23,8,1,7,135.9,0.3,1757.3,431.0
852,-27.7,-714.2,331.4,1,10,1,8,110.3,0.3,2487.7,422.4
853,-574.9,-1134.9,398.3,53,13,2,9,148.7,0.4,2264.8,354.0
854,-47.2,-1052.6,1255.7,24,9,2,7,137.2,0.3,2229.1,401.3
855,-170.7,-970.6,830.3,66,12,2,10,146.7,0.3,2676.1,431.1
856,-305.2,-923.5,620.4,15,10,3,7,164.2,0.4,2569.0,457.3
857,-280.6,-1112.6,832.4,13,10,5,5,162.9,0.4,2211.0,433.4
858,-13.9,-776.6,732.9,49,12,2,10,220.9,0.5,2437.5,453.4
859,-71.2,-901.4,329.1,54,11,2,9,161.3,0.5,2568.8,345.9
860,-593.0,-997.0,283.8,17,11,3,8,153.9,0.3,2378.9,460.8
861,-39.7,-828.6,683.2,7,10,1,8,166.3,0.4,2118.2,381.9
862,-435.1,-944.2,364.0,74,8,3,5,115.1,0.3,1341.3,346.6
863,-39.5,-743.5,849.6,52,8,2,6,166.8,0.5,1537.9,331.7
864,-297.9,-903.3,623.4,15,10,3,6,144.0,0.4,1706.1,367.0
865,-15.8,-979.9,645.9,5,10,3,7,172.8,0.5,1883.3,375.2
866,-65.9,-790.0,409.6,27,9,2,7,105.2,0.3,2315.2,387.4
867,-62.1,-1052.4,1184.9,24,8,1,7,140.2,0.3,1623.5,421.5
868,-149.3,-1022.9,1136.3,67,9,5,4,174.3,0.4,1679.6,409.1
869,-406.6,-905.6,463.7,22,7,1,6,175.2,0.5,1657.4,381.3
870,-33.6,-952.6,1041.1,29,10,2,7,128.8,0.3,1658.7,398.1
871,-17.8,-1111.7,1237.7,24,10,3,7,191.0,0.4,2834.3,461.1
872,-145.8,-1144.9,1284.9,37,11,3,8,140.6,0.3,2631.7,433.3
873,-319.2,-976.4,676.5,15,13,1,12,193.4,0.4,3212.1,435.2
874,-200.8,-989.3,635.2,34,8,2,5,176.5,0.4,1947.9,444.4
875,-114.9,-944.6,799.3,70,12,1,11,132.9,0.4,2404.8,332.3
876,-316.6,-973.0,554.6,41,8,3,5,151.9,0.4,1653.7,361.9
877,-24.3,-955.7,1082.5,12,8,3,5,160.8,0.4,1251.1,388.0
878,-322.3,-1075.7,884.6,61,11,3,8,114.5,0.3,2427.7,345.6
879,-106.9,-1088.4,1500.7,21,11,2,9,150.8,0.4,2733.3,377.3
880,-107.3,-1148.5,1413.1,2,10,2,8,118.8,0.3,2058.9,382.7
881,-19.2,-974.3,1086.2,12,12,2,9,145.8,0.3,2084.2,433.8
882,-85.8,-1039.1,1097.1,12,11,3,8,128.7,0.3,2005.0,392.9
883,-20.5,-845.5,261.1,39,10,2,8,190.6,0.4,2563.2,436.1
884,-681.3,-1067.0,98.4,50,10,2,8,117.3,0.3,1997.1,400.4
885,-464.9,-925.8,351.1,74,10,4,6,145.4,0.3,2613.6,435.9
886,-91.8,-914.7,879.7,11,9,2,7,141.4,0.4,1649.3,325.7
887,-736.5,-1032.6,275.1,14,11,1,9,204.4,0.5,2225.2,404.8
888,-9.4,-988.5,1230.7,24,11,2,9,144.5,0.4,2111.0,372.7
889,-43.7,-1076.7,1063.0,35,11,2,9,198.7,0.5,3142.2,428.8
890,-381.8,-959.2,230.0,26,11,2,9,137.6,0.4,2175.1,378.8
891,-16.6,-1051.7,1510.2,21,8,1,7,220.4,0.5,2491.6,440.3
892,-367.6,-935.0,212.6,26,11,3,7,162.5,0.4,2196.0,379.1
893,-108.1,-937.6,414.2,38,9,3,6,147.2,0.3,2081.2,456.2
894,-275.8,-972.2,850.6,72,11,3,8,167.8,0.4,3140.1,447.5
895,-251.5,-1148.6,1280.1,33,9,1,8,122.4,0.4,1523.0,297.0
896,-124.3,-722.1,272.7,39,10,4,6,156.3,0.4,2527.0,404.3
897,-47.1,-1126.8,1038.0,35,11,3,8,185.5,0.4,2047.1,471.7
898,-162.6,-864.1,398.2,20,10,2,8,157.5,0.4,2501.7,399.9
899,-23.9,-985.3,893.3,29,9,2,6,139.0,0.5,1375.9,306.6
900,-49.7,-884.0,922.5,11,13,2,11,135.7,0.3,2353.4,394.6
901,-174.1,-1079.5,1277.6,37,12,1,11,117.9,0.3,1870.8,341.4
902,-105.5,-1060.1,1444.0,2,8,3,5,153.9,0.5,1634.4,337.6
903,-231.9,-1107.7,1410.8,9,9,4,5,150.7,0.5,1803.3,294.8
904,-575.7,-1006.7,337.0,17,9,1,8,181.2,0.5,2173.9,370.7
905,-154.0,-1087.3,1433.2,9,10,1,9,159.6,0.4,1902.1,394.4
906,-615.1,-1111.9,52.6,50,10,2,8,134.7,0.3,2471.6,435.8
907,-676.5,-1069.6,223.8,58,7,1,6,145.5,0.3,1920.6,435.5
908,-575.6,-996.8,315.1,17,9,2,7,181.3,0.5,2106.5,391.5
909,-337.7,-951.6,132.6,26,11,3,8,153.5,0.4,2096.3,343.1
910,-133.9,-1041.4,933.7,55,10,1,9,157.5,0.4,1600.7,371.2
911,-224.1,-813.9,299.2,20,12,1,11,191.2,0.4,2787.1,475.0
912,-541.7,-1134.6,751.1,19,8,2,6,159.4,0.5,1520.0,340.7
913,-124.5,-1080.1,1307.8,37,8,1,6,189.3,0.5,1169.2,409.6
914,-37.5,-1124.3,1038.2,35,11,2,9,203.1,0.5,2688.9,401.3
915,2.8,-1043.6,1156.5,12,9,4,5,159.9,0.4,2429.5,429.2
916,-74.1,-711.3,753.2,52,11,2,9,169.7,0.4,2001.3,405.7
917,-201.6,-991.2,697.3,72,9,1,8,158.8,0.4,1939.1,404.7
918,-164.9,-993.5,583.3,34,10,1,9,155.7,0.4,2267.3,420.3
919,-145.5,-929.7,900.4,66,10,1,9,242.8,0.6,2162.9,409.1
920,-574.2,-1141.3,589.2,16,9,2,7,125.7,0.4,1556.2,356.0
921,-37.9,-987.3,665.4,5,9,1,7,142.3,0.3,1963.8,427.3
922,-61.0,-1070.2,1048.2,35,8,4,4,171.9,0.4,1749.4,393.2
923,-19.9,-894.5,531.1,25,9,1,8,153.5,0.4,1762.2,388.6
924,-40.6,-972.9,1106.5,12,8,1,7,133.9,0.4,1644.7,336.3
925,-107.3,-804.7,530.4,68,8,3,5,181.6,0.5,1745.0,353.4
926,-48.6,-758.1,704.0,49,11,4,7,162.3,0.3,2860.1,496.5
927,-391.0,-903.1,545.0,23,11,2,9,177.9,0.5,3106.1,389.3
928,-623.2,-1049.7,373.1,0,11,1,10,180.4,0.5,2153.2,370.4
929,-23.2,-845.9,946.8,11,10,1,9,218.8,0.5,1650.7,422.1
930,-105.1,-1098.1,1650.5,64,10,2,8,149.0,0.3,1882.4,432.3
931,-454.4,-1020.1,654.7,65,8,2,5,135.0,0.3,1554.0,411.5
932,-473.6,-1039.7,700.1,65,10,3,7,180.4,0.4,2492.9,434.8
933,-142.0,-901.0,407.1,54,10,2,8,126.5,0.3,1964.1,371.9
934,-428.1,-1067.4,721.9,65,10,3,7,141.3,0.4,2253.8,364.3
935,-404.5,-1028.4,698.9,65,9,2,6,144.8,0.3,2316.7,427.8
936,-583.6,-1072.8,554.1,16,9,3,6,113.8,0.3,1762.3,444.6
937,-730.8,-1164.5,198.6,6,8,2,6,139.5,0.3,1828.0,501.8
938,-0.6,-769.5,439.1,27,11,3,8,174.5,0.5,2056.1,373.9
939,-380.8,-1048.2,650.1,47,9,2,7,119.3,0.3,2195.1,442.8
940,-876.8,-1145.1,312.6,44,7,3,4,163.0,0.4,1173.9,391.2
941,-383.2,-1064.2,826.2,65,10,2,8,150.6,0.4,1901.3,404.3
942,-523.7,-1095.0,633.9,16,11,3,8,144.7,0.5,1690.3,293.9
943,-186.0,-1116.3,1537.4,28,9,4,5,107.4,0.4,1451.5,287.5
944,-599.5,-1108.9,157.7,40,9,1,7,195.4,0.5,1812.6,432.6
945,-537.2,-1141.3,604.3,16,9,1,8,117.6,0.3,2169.1,409.1
946,-511.6,-1024.6,376.0,42,10,1,9,129.6,0.3,2671.7,408.6
947,-499.2,-958.8,208.0,10,8,1,7,140.0,0.3,1848.1,414.3
948,-125.2,-1081.6,1172.4,67,12,1,11,166.8,0.5,2021.5,360.7
949,-94.1,-1047.2,1155.7,67,11,4,7,134.8,0.4,1774.7,360.8
950,-522.5,-998.9,137.1,73,10,2,8,127.5,0.3,2124.7,432.3
951,-493.9,-1089.4,628.6,16,8,3,5,112.6,0.4,1381.4,302.8
952,-80.3,-751.4,221.1,39,11,2,9,149.5,0.4,2721.0,424.2
953,-420.2,-885.3,474.5,22,9,3,6,145.9,0.4,1921.7,405.3
954,-643.8,-1050.2,-0.0,36,13,1,11,219.2,0.5,2752.2,420.1
955,-387.9,-1002.5,293.3,74,14,3,11,170.1,0.4,3704.7,407.1
956,-252.5,-985.3,494.3,30,8,2,6,168.4,0.4,1560.5,424.1
957,-653.1,-1120.2,338.9,69,12,3,9,187.0,0.5,2275.9,351.0
958,-428.4,-1058.3,741.9,65,8,4,4,128.1,0.4,1830.3,352.7
959,-23.5,-985.3,1330.8,32,9,2,7,185.6,0.5,1867.4,409.1
960,-498.8,-1057.6,775.6,65,10,1,9,131.0,0.3,2126.8,396.6
961,-444.4,-1085.5,704.7,65,10,3,7,170.4,0.5,1648.1,370.8
962,-212.5,-1112.2,905.0,13,7,3,3,118.0,0.3,1388.5,426.8
963,-163.3,-1124.9,913.8,55,10,2,8,149.0,0.4,1838.6,348.9
964,-47.4,-991.5,760.7,70,9,2,7,178.5,0.4,2726.4,428.3
965,-62.3,-1085.4,985.1,55,11,3,8,164.3,0.4,2128.9,387.0
966,-19.5,-829.8,641.5,7,10,1,8,189.7,0.4,2104.2,454.2
967,-185.2,-1023.8,514.4,34,1,1,0,9.1,1.0,9.1,9.1
968,-482.9,-972.8,404.1,42,8,2,6,171.9,0.4,1698.2,407.5
969,-531.0,-1053.2,512.5,31,9,1,8,122.9,0.3,2234.2,433.6
970,-370.1,-850.2,460.0,23,11,1,10,163.6,0.4,2035.1,387.0
971,-105.2,-1053.1,1076.6,35,10,3,7,157.5,0.3,3370.3,459.5
972,-204.9,-973.3,479.0,30,12,3,9,179.6,0.4,2847.7,462.2
973,-841.6,-1132.7,187.4,57,8,2,6,128.5,0.3,1669.4,369.5
974,-583.5,-1159.1,361.8,53,10,3,7,206.4,0.5,2431.8,404.9
975,-449.4,-1021.0,68.1,45,9,1,8,179.0,0.4,2827.2,436.4
976,-543.3,-1114.0,602.1,16,10,4,6,124.6,0.3,2488.4,379.0
977,-567.2,-1109.0,516.4,31,8,3,5,140.2,0.4,1512.4,361.8
978,-196.0,-847.1,353.3,20,9,2,7,135.6,0.3,2306.2,389.5
979,-195.3,-1123.9,1109.9,3,10,1,9,122.9,0.3,1942.4,396.8
980,-82.9,-991.3,663.8,5,11,2,9,171.0,0.4,3069.6,429.9
981,-389.0,-1070.5,777.3,65,8,4,4,112.8,0.3,1579.0,337.2
982,-42.6,-1137.5,1434.6,2,9,1,8,169.2,0.4,2106.6,437.7
